#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1], b_w_RS_S_x [rad s^-1], b_w_RS_S_y [rad s^-1], b_w_RS_S_z [rad s^-1], b_a_RS_S_x [m s^-2], b_a_RS_S_y [m s^-2], b_a_RS_S_z [m s^-2]
1403715273362142976,0.018000000,0.005877853,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.050832037,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273367142976,0.018900000,0.006129071,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.049646904,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273372142976,0.019800000,0.006374240,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.048412775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273377142976,0.020700000,0.006613119,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.047130869,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273382142976,0.021600000,0.006845471,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.045802450,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273387142976,0.022500000,0.007071068,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.044428829,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273392142976,0.023400000,0.007289686,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.043011363,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273397142976,0.024300000,0.007501111,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.041551450,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273402142976,0.025200000,0.007705132,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.040050530,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273407142976,0.026100000,0.007901550,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.038510086,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273412142976,0.027000000,0.008090170,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.036931637,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273417142976,0.027900000,0.008270806,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.035316740,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273422142976,0.028800000,0.008443279,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.033666990,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273427142976,0.029700000,0.008607420,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.031984015,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273432142976,0.030600000,0.008763067,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.030269476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273437142976,0.031500000,0.008910065,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.028525064,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273442142976,0.032400000,0.009048271,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.026752502,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273447142976,0.033300000,0.009177546,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.024953538,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273452142976,0.034200000,0.009297765,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.023129948,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273457142976,0.035100000,0.009408808,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.021283531,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273462142976,0.036000000,0.009510565,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.019416110,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273467142976,0.036900000,0.009602937,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.017529528,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273472142976,0.037800000,0.009685832,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.015625646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273477142976,0.038700000,0.009759168,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.013706344,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273482142976,0.039600000,0.009822873,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.011773515,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273487142976,0.040500000,0.009876883,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.009829067,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273492142976,0.041400000,0.009921147,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.007874919,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273497142976,0.042300000,0.009955620,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.005913000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273502142976,0.043200000,0.009980267,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.003945245,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273507142976,0.044100000,0.009995066,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.001973596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273512142976,0.045000000,0.010000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273517142976,0.045900000,0.009995066,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.001973596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273522142976,0.046800000,0.009980267,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.003945245,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273527142976,0.047700000,0.009955620,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.005913000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273532142976,0.048600000,0.009921147,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.007874919,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273537142976,0.049500000,0.009876883,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.009829067,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273542142976,0.050400000,0.009822873,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.011773515,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273547142976,0.051300000,0.009759168,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.013706344,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273552142976,0.052200000,0.009685832,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.015625646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273557142976,0.053100000,0.009602937,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.017529528,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273562142976,0.054000000,0.009510565,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.019416110,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273567142976,0.054900000,0.009408808,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.021283531,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273572142976,0.055800000,0.009297765,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.023129948,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273577142976,0.056700000,0.009177546,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.024953538,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273582142976,0.057600000,0.009048271,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.026752502,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273587142976,0.058500000,0.008910065,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.028525064,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273592142976,0.059400000,0.008763067,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.030269476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273597142976,0.060300000,0.008607420,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.031984015,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273602142976,0.061200000,0.008443279,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.033666990,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273607142976,0.062100000,0.008270806,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.035316740,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1403715273612142976,0.063000000,0.008090170,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.180000000,-0.036931637,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
